Size,n,freq,Simulation
585,1,2.1739130434782608,1883
615,5,10.869565217391305,1883
645,2,4.3478260869565215,1883
675,2,4.3478260869565215,1883
735,1,2.1739130434782608,1883
795,2,4.3478260869565215,1883
825,2,4.3478260869565215,1883
855,2,4.3478260869565215,1883
885,2,4.3478260869565215,1883
945,1,2.1739130434782608,1883
975,1,2.1739130434782608,1883
1035,1,2.1739130434782608,1884
1245,1,2.1739130434782608,1884
315,2,4.3478260869565215,1884
345,3,6.521739130434782,1884
375,5,10.869565217391305,1884
405,2,4.3478260869565215,1884
435,2,4.3478260869565215,1884
465,2,4.3478260869565215,1884
495,2,4.3478260869565215,1884
525,2,4.3478260869565215,1884
555,4,8.695652173913043,1884
585,4,8.695652173913043,1884
615,3,6.521739130434782,1884
645,4,8.695652173913043,1884
675,2,4.3478260869565215,1884
705,1,2.1739130434782608,1884
735,2,4.3478260869565215,1884
765,1,2.1739130434782608,1884
885,1,2.1739130434782608,1884
945,1,2.1739130434782608,1884
975,1,2.1739130434782608,1884
1005,1,2.1739130434782608,1885
1035,1,2.1739130434782608,1885
1245,1,2.1739130434782608,1885
375,8,17.391304347826086,1885
405,2,4.3478260869565215,1885
435,3,6.521739130434782,1885
465,2,4.3478260869565215,1885
495,4,8.695652173913043,1885
525,3,6.521739130434782,1885
555,3,6.521739130434782,1885
585,3,6.521739130434782,1885
615,1,2.1739130434782608,1885
645,3,6.521739130434782,1885
675,2,4.3478260869565215,1885
705,2,4.3478260869565215,1885
